Age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,age_group
24,Female,Few times a month,others,Sometimes,Few times a week,Keyword,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,4,Sometimes,4,1,User-friendly website/app interface,Customer service responsiveness,19-25
23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,4,Yes,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Sometimes,3,4,User-friendly website/app interface,Product quality and accuracy,19-25
24,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,5,Yes,3,3,Wide product selection,Product quality and accuracy,19-25
36,Female,Less than once a month,others,No,Few times a month,Keyword,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,No,1,3,Wide product selection,Product quality and accuracy,36-45
26,Female,Less than once a month,others,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,Sometimes,4,2,Product recommendations,Product quality and accuracy,26-35
31,Male,Once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,1,Yes,3,3,Wide product selection,Customer service responsiveness,26-35
23,Male,Less than once a month,Home and Kitchen;others,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Never,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,3,Sometimes,2,3,User-friendly website/app interface,Product quality and accuracy,19-25
23,Male,Once a month,Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,4,Sometimes,3,2,Competitive prices,Shipping speed and reliability,19-25
30,Female,Less than once a month,Home and Kitchen;others,No,Multiple times a day,Keyword,First page,1,Yes,Often,Found a better price elsewhere,Sometimes,No,Rarely,Yes,1,Yes,3,1,Wide product selection,Reducing packaging waste,26-35
24,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Heavily,Sometimes,3,Sometimes,2,3,User-friendly website/app interface,Reducing packaging waste,19-25
47,Female,Once a week,Home and Kitchen,No,Few times a month,Filter,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Often,No,Heavily,Sometimes,4,No,3,2,User-friendly website/app interface,Shipping speed and reliability,46-55
54,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,5,Yes,Sometimes,High shipping costs,Never,No,Occasionally,Sometimes,3,Sometimes,3,2,Wide product selection,Product quality and accuracy,46-55
58,Others,Less than once a month,others,Yes,Few times a month,categories,First page,1,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,4,Sometimes,2,3,Product recommendations,Reducing packaging waste,56-65
53,Male,Multiple times a week,others,No,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,No,Heavily,Yes,3,Sometimes,3,1,Wide product selection,Reducing packaging waste,46-55
23,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple pages,1,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,Sometimes,2,Sometimes,1,3,Product recommendations,Customer service responsiveness,19-25
25,Prefer not to say,Less than once a month,Clothing and Fashion;others,Yes,Rarely,categories,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Never,Yes,Occasionally,Yes,3,Yes,3,2,Competitive prices,Shipping speed and reliability,26-35
23,Others,Once a week,Home and Kitchen,No,Multiple times a day,others,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,3,Sometimes,3,3,Wide product selection,Product quality and accuracy,19-25
32,Female,Few times a month,Beauty and Personal Care,No,Few times a week,categories,First page,2,Yes,Often,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,Yes,3,2,Wide product selection,Shipping speed and reliability,26-35
30,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,2,Yes,3,3,User-friendly website/app interface,Product quality and accuracy,26-35
28,Prefer not to say,Less than once a month,Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,4,Maybe,Often,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Customer service responsiveness,26-35
20,Others,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,Multiple pages,5,Yes,Sometimes,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,3,Sometimes,3,4,Wide product selection,Product quality and accuracy,19-25
25,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Filter,Multiple pages,3,Yes,Never,others,Often,No,Heavily,No,3,Yes,3,3,Product recommendations,Product quality and accuracy,26-35
55,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,Multiple pages,5,No,Always,Changed my mind or no longer need the item,Never,No,Heavily,Yes,1,Sometimes,3,1,Competitive prices,Product quality and accuracy,56-65
24,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,5,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,Yes,2,Yes,3,2,Wide product selection,Product quality and accuracy,19-25
62,Female,Few times a month,others,No,Few times a month,Filter,First page,1,Maybe,Rarely,Found a better price elsewhere,Never,No,Moderately,Yes,1,Sometimes,2,3,Wide product selection,better app interface and lower shipping charges,56-65
27,Female,Once a month,Groceries and Gourmet Food,No,Multiple times a day,Keyword,Multiple pages,4,Maybe,Sometimes,Changed my mind or no longer need the item,Never,No,Never,Yes,4,Yes,3,2,User-friendly website/app interface,Product quality and accuracy,26-35
34,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Rarely,categories,Multiple pages,5,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,2,Sometimes,2,1,Wide product selection,Shipping speed and reliability,26-35
40,Prefer not to say,Less than once a month,Beauty and Personal Care,No,Multiple times a day,others,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Never,Yes,3,No,3,1,Competitive prices,Product quality and accuracy,36-45
22,Female,Few times a month,others,Sometimes,Few times a week,Keyword,Multiple pages,1,No,Rarely,others,Rarely,No,Moderately,Sometimes,4,Yes,3,1,User-friendly website/app interface,Reducing packaging waste,19-25
34,Others,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,Multiple pages,1,No,Often,High shipping costs,Rarely,No,Occasionally,Yes,2,Yes,2,2,Wide product selection,Reducing packaging waste,26-35
24,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Filter,Multiple pages,3,Maybe,Never,Found a better price elsewhere,Always,Yes,Occasionally,No,2,Sometimes,4,2,Customer service,Product quality and accuracy,19-25
44,Female,Few times a month,others,Sometimes,Few times a month,others,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Occasionally,Yes,5,No,2,4,User-friendly website/app interface,Customer service responsiveness,36-45
31,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,categories,First page,3,Yes,Sometimes,High shipping costs,Often,No,Moderately,Sometimes,4,Yes,2,2,Wide product selection,Product quality and accuracy,26-35
23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,categories,First page,4,Maybe,Sometimes,High shipping costs,Never,No,Heavily,Sometimes,2,No,5,2,Product recommendations,Shipping speed and reliability,19-25
23,Female,Once a month,Clothing and Fashion;others,No,Few times a month,categories,Multiple pages,3,No,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,Yes,3,Yes,3,5,Wide product selection,Shipping speed and reliability,19-25
22,Female,Once a week,Home and Kitchen;others,No,Few times a week,categories,Multiple pages,2,Maybe,Sometimes,others,Always,Yes,Occasionally,Sometimes,4,Sometimes,2,3,User-friendly website/app interface,Reducing packaging waste,19-25
24,Female,Less than once a month,Clothing and Fashion,Sometimes,Few times a month,Keyword,First page,4,Maybe,Never,Found a better price elsewhere,Often,No,Moderately,Yes,2,Sometimes,3,1,Competitive prices,Reducing packaging waste,19-25
23,Female,Less than once a month,Beauty and Personal Care;others,Sometimes,Rarely,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Never,No,Rarely,No,4,Sometimes,3,3,Competitive prices,Reducing packaging waste,19-25
25,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,others,First page,1,Yes,Often,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,5,Sometimes,3,3,Competitive prices,Customer service responsiveness,26-35
23,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,5,Yes,Often,Found a better price elsewhere,Often,Yes,Never,Sometimes,4,Sometimes,4,2,Product recommendations,Shipping speed and reliability,19-25
24,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,4,No,Often,Found a better price elsewhere,Rarely,Yes,Never,Yes,3,No,5,4,Product recommendations,Customer service responsiveness,19-25
24,Male,Once a week,others,Yes,Few times a week,Keyword,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,2,No,4,3,User-friendly website/app interface,Product quality and accuracy,19-25
26,Female,Once a month,Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,1,No,Rarely,Changed my mind or no longer need the item,Never,No,Occasionally,Sometimes,4,Sometimes,3,3,User-friendly website/app interface,Shipping speed and reliability,26-35
25,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,5,Yes,Never,others,Sometimes,No,Rarely,No,4,Yes,2,3,Competitive prices,Reducing packaging waste,26-35
26,Female,Less than once a month,others,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Rarely,Changed my mind or no longer need the item,Often,Yes,Heavily,No,5,Sometimes,3,3,Competitive prices,Product quality and accuracy,26-35
29,Male,Less than once a month,others,Yes,Few times a week,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,5,Yes,3,3,Competitive prices,Customer service responsiveness,26-35
23,Male,Few times a month,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Rarely,No,Never,No,4,No,4,4,Wide product selection,Product quality and accuracy,19-25
30,Female,Less than once a month,Clothing and Fashion;others,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Never,No,Never,Yes,2,Yes,5,3,Product recommendations,Shipping speed and reliability,26-35
23,Male,Once a month,others,No,Rarely,Keyword,Multiple pages,1,No,Often,others,Always,Yes,Occasionally,Yes,3,No,2,5,Wide product selection,Customer service responsiveness,19-25
21,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,Multiple pages,1,Yes,Rarely,Changed my mind or no longer need the item,Always,Yes,Heavily,Sometimes,1,No,2,2,User-friendly website/app interface,Product quality and accuracy,19-25
23,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,First page,1,Yes,Sometimes,others,Never,No,Heavily,Sometimes,1,Sometimes,3,2,Competitive prices,Shipping speed and reliability,19-25
21,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,5,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Sometimes,2,Sometimes,2,4,Wide product selection,Reducing packaging waste,19-25
23,Female,Once a month,Clothing and Fashion,No,Few times a week,Keyword,First page,4,Yes,Often,High shipping costs,Sometimes,Yes,Heavily,Yes,5,Yes,3,2,Competitive prices,Product quality and accuracy,19-25
27,Female,Once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,4,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,3,No,3,1,User-friendly website/app interface,Product quality and accuracy,26-35
38,Male,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,2,Yes,4,2,User-friendly website/app interface,Customer service responsiveness,36-45
23,Female,Once a month,Clothing and Fashion;others,Sometimes,Few times a week,Keyword,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,5,Yes,3,2,User-friendly website/app interface,Reducing packaging waste,19-25
38,Female,Once a month,others,No,Few times a week,categories,Multiple pages,1,Yes,Sometimes,High shipping costs,Never,No,Moderately,Yes,1,Sometimes,2,3,Product recommendations,Product quality and accuracy,36-45
24,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,3,Yes,1,3,Product recommendations,Customer service responsiveness,19-25
25,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,3,Yes,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Yes,1,Sometimes,1,1,Wide product selection,Customer service responsiveness,26-35
26,Female,Once a week,others,No,Rarely,Keyword,Multiple pages,2,Yes,Never,Changed my mind or no longer need the item,Often,No,Moderately,Yes,2,No,3,1,Competitive prices,Customer service responsiveness,26-35
27,Male,Once a week,Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Yes,2,Yes,2,3,Wide product selection,Customer service responsiveness,26-35
29,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,First page,2,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Moderately,Sometimes,1,Yes,2,2,Wide product selection,Customer service responsiveness,26-35
35,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,categories,First page,1,Yes,Often,Changed my mind or no longer need the item,Often,No,Heavily,Yes,4,Yes,3,2,Wide product selection,Product quality and accuracy,36-45
